Reporting_Year / Année;NPRI_ID / No_INRP;Facility_Name / Installation;Company_Name / Dénomination_sociale_de_l'entreprise;NAICS / Code_SCIAN;Province / Province;CAS_Number / No_CAS;Substance Name (English) / Nom de substance (Anglais);Substance Name (French) / Nom de substance (Français);Group (English) / Groupe (Anglais);Group (French) / Groupe (Français);Category (English) / Catégorie (Anglais);Category (French) / Catégorie (Français);Quantity / Quantité;Units / Unités;Estimation_Method / Méthode_d’estimation 
2003;1195;USINE DE WINDSOR;DOMTAR INC.;322112;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;19.68;tonnes;M3
2003;1525;NOT AVAILABLE;PAPIER MASSON LTÉE;322122;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;24.9;tonnes;M3
2003;1525;NOT AVAILABLE;PAPIER MASSON LTÉE;322122;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;14.37;tonnes;O
2003;1525;NOT AVAILABLE;PAPIER MASSON LTÉE;322122;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.04;kg;E1
2003;1525;NOT AVAILABLE;PAPIER MASSON LTÉE;322122;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;6.22;tonnes;E1
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;1985-01-08;Phenanthrene - PAH;Phénanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;3.244;kg;E2
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;49.969;kg;M3
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;50-32-8;Benzo(a)pyrene - PAH;Benzo(a)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.693;kg;E2
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;4.608;tonnes;E2
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;7783-06-04;Hydrogen sulphide;Sulfure d'hydrogène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.442;tonnes;E1
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;205-99-2;Benzo(b)fluoranthene - PAH;Benzo(b)fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.693;kg;E2
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;206-44-0;Fluoranthene - PAH;Fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.054;kg;E2
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;218-01-9;Benzo(a)phenanthrene - PAH;Benzo(a)phénanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;kg;E2
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;193-39-5;Indeno(1,2,3-CD)pyrene - PAH;Indeno(1,2,3-c,d)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.386;kg;E2
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;26.619;tonnes;M3
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;129-00-0;Pyrene - PAH;Pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.054;kg;E2
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;56-55-3;Benzo(a)anthracene - PAH;Benzo(a)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.693;kg;E2
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 19;Hexavalent chromium (and its compounds);Chrome hexavalent (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;23.014;kg;E2
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;8.318;kg;E2
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;14.418;tonnes;E1
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;107-21-1;Ethylene glycol;Éthylèneglycol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;10.684;tonnes;C
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;152.503;kg;E2
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;191-24-2;Benzo(g,h,i)perylene - PAH;Benzo(g,h,i)pérylène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.386;kg;E2
2003;1528;PAPIERS FRASER - PÂTES THURSO;PAPIERS FRASER;322112;QC;53-70-3;Dibenzo(a,h)anthracene - PAH;Dibenz(a,h)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.386;kg;E2
2003;1561;NOT AVAILABLE;KRONOS CANADA INC.;325510;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;16.375;tonnes;M3
2003;1608;LA MINE DOYON;CAMBIOR INC.;212220;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;22.287;tonnes;M3
2003;1608;LA MINE DOYON;CAMBIOR INC.;212220;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;117.84;kg;M3
2003;1608;LA MINE DOYON;CAMBIOR INC.;212220;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;31.118;tonnes;M3
2003;1611;MINE MATAGAMI;NORANDA INC.;212233;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;53.91;kg;M3
2003;1611;MINE MATAGAMI;NORANDA INC.;212233;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.978;tonnes;M3
2003;1611;MINE MATAGAMI;NORANDA INC.;212233;QC;NA - 12;Selenium (and its compounds);Sélénium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.605;tonnes;M3
2003;1623;NOT AVAILABLE;DALSA SEMICONDUCTOR;334410;QC;7681-49-4;Sodium fluoride;Fluorure de sodium;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;11.5;tonnes;C
2003;1875;DIV. FABRICATION DE L'EST, CRABTREE;PAPIERS SCOTT LIMITÉE;322121;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;37.2;tonnes;M3
2003;1979;PAPETERIE DE DOLBEAU;BOWATER PRODUITS FORESTIERS DU CANADA INC.;322121;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;14.88;tonnes;E1
2003;2001;BAIE-COMEAU;LA COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;108-95-2;Phenol (and its salts);Phénol (et ses sels);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;tonnes;M3
2003;2001;BAIE-COMEAU;LA COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;50-00-0;Formaldehyde;Formaldéhyde;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.5;tonnes;M3
2003;2001;BAIE-COMEAU;LA COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;21.499;tonnes;M3
2003;2001;BAIE-COMEAU;LA COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;22.156;tonnes;M3
2003;2001;BAIE-COMEAU;LA COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;26.28;tonnes;M3
2003;2001;BAIE-COMEAU;LA COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;tonnes;M3
2003;2001;BAIE-COMEAU;LA COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;7664-93-9;Sulphuric acid;Acide sulfurique;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;12.011;tonnes;O
2003;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;218-01-9;Benzo(a)phenanthrene - PAH;Benzo(a)phénanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.4;kg;M3
2003;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;207-08-9;Benzo(k)fluoranthene - PAH;Benzo(k)fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.1;kg;M3
2003;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;206-44-0;Fluoranthene - PAH;Fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.198;kg;M3
2003;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;205-99-2;Benzo(b)fluoranthene - PAH;Benzo(b)fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.1;kg;M3
2003;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;191-24-2;Benzo(g,h,i)perylene - PAH;Benzo(g,h,i)pérylène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.112;kg;M3
2003;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;129-00-0;Pyrene - PAH;Pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.153;kg;M3
2003;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;205-82-3;Benzo(j)fluoranthene - PAH;Benzo(j)fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.1;kg;M3
2003;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;1985-01-08;Phenanthrene - PAH;Phénanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.115;kg;M3
2003;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;56-55-3;Benzo(a)anthracene - PAH;Benzo(a)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.092;kg;M3
2003;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;50-32-8;Benzo(a)pyrene - PAH;Benzo(a)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.137;kg;M3
2003;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;53-70-3;Dibenzo(a,h)anthracene - PAH;Dibenz(a,h)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.027;kg;M3
2003;2038;ALUMINERIE DE BAIE-COMEAU;ALCOA LTD.;331313;QC;193-39-5;Indeno(1,2,3-CD)pyrene - PAH;Indeno(1,2,3-c,d)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.099;kg;M3
2003;2100;LA MINE NIOBEC;IAMGOLD CORPORATION;212299;QC;7782-41-4;Fluorine;Fluor;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;15.6;tonnes;M2
2003;2461;USINE DE PCC DE WINDSOR;MINTECH CANADA INC.;327990;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.96;tonnes;O
2003;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;7783-06-04;Hydrogen sulphide;Sulfure d'hydrogène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.323;tonnes;E2
2003;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.029;kg;E2
2003;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.029;kg;E2
2003;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5.691;kg;E2
2003;2502;WAYAGAMACK;KRUGER WAYAGAMACK;322121;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.882;tonnes;E2
2003;2587;DIVISION LAURENTIDE;ABITIBI CONSOLIDATED DU CANADA;322121;QC;NA - 19;Hexavalent chromium (and its compounds);Chrome hexavalent (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;30.367;kg;M3
2003;2587;DIVISION LAURENTIDE;ABITIBI CONSOLIDATED DU CANADA;322121;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;38.409;tonnes;O
2003;2587;DIVISION LAURENTIDE;ABITIBI CONSOLIDATED DU CANADA;322121;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.323;tonnes;E2
2003;2587;DIVISION LAURENTIDE;ABITIBI CONSOLIDATED DU CANADA;322121;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;20.341;kg;E2
2003;2587;DIVISION LAURENTIDE;ABITIBI CONSOLIDATED DU CANADA;322121;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;7.334;tonnes;M3
2003;2587;DIVISION LAURENTIDE;ABITIBI CONSOLIDATED DU CANADA;322121;QC;108-95-2;Phenol (and its salts);Phénol (et ses sels);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.005;tonnes;M3
2003;2587;DIVISION LAURENTIDE;ABITIBI CONSOLIDATED DU CANADA;322121;QC;7664-93-9;Sulphuric acid;Acide sulfurique;Releases to Water;Rejets dans les plans d'eau;Spills;Déversements;0.084;tonnes;E2
2003;2587;DIVISION LAURENTIDE;ABITIBI CONSOLIDATED DU CANADA;322121;QC;107-21-1;Ethylene glycol;Éthylèneglycol;Releases to Water;Rejets dans les plans d'eau;Leaks;Fuites;1.3;tonnes;O
2003;2636;DIVISION PORT-ALFRED;LA COMPAGNIE ABITIBI CONSOLIDATED DU CANADA;322122;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;23.351;tonnes;M2
2003;2636;DIVISION PORT-ALFRED;LA COMPAGNIE ABITIBI CONSOLIDATED DU CANADA;322122;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;14.07;kg;E2
2003;2752;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BELGO;ABITIBI CONSOLIDATED OF CANADA;;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.85;kg;M3
2003;2752;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BELGO;ABITIBI CONSOLIDATED OF CANADA;;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;91;kg;M3
2003;2752;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BELGO;ABITIBI CONSOLIDATED OF CANADA;;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.016;tonnes;E2
2003;2752;COMPAGNIE ABITIBI CONSOLIDATED DU CANADA, DIVISION BELGO;ABITIBI CONSOLIDATED OF CANADA;;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;31.975;kg;M3
2003;2938;NOT AVAILABLE;SOCIÉTÉ EN COMMANDITE REVENU NORANDA;331410;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;50.74;kg;M1
2003;2938;NOT AVAILABLE;SOCIÉTÉ EN COMMANDITE REVENU NORANDA;331410;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;61;kg;M1
2003;2938;NOT AVAILABLE;SOCIÉTÉ EN COMMANDITE REVENU NORANDA;331410;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;3.6;kg;M1
2003;2938;NOT AVAILABLE;SOCIÉTÉ EN COMMANDITE REVENU NORANDA;331410;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.49;tonnes;M1
2003;2938;NOT AVAILABLE;SOCIÉTÉ EN COMMANDITE REVENU NORANDA;331410;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;47;kg;M1
2003;2938;NOT AVAILABLE;SOCIÉTÉ EN COMMANDITE REVENU NORANDA;331410;QC;7664-93-9;Sulphuric acid;Acide sulfurique;Releases to Water;Rejets dans les plans d'eau;Spills;Déversements;14.48;tonnes;E1
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;78-93-3;Methyl ethyl ketone;Méthyléthylcétone;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.008;tonnes;E2
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.676;tonnes;E2
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;28.16;kg;M3
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;108-95-2;Phenol (and its salts);Phénol (et ses sels);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.192;tonnes;M3
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5.633;tonnes;M3
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;75-07-0;Acetaldehyde;Acétaldéhyde;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.169;tonnes;E2
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;NA - 20;Chlorinated wastewater effluents;Eaux usées chlorées;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;3.335;tonnes;E2
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;NA - 19;Hexavalent chromium (and its compounds);Chrome hexavalent (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;35.769;kg;E2
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;13.8;tonnes;M3
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;96;kg;M3
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;6.883;tonnes;M3
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;14.082;kg;M3
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.816;kg;M3
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;46.471;tonnes;M3
2003;2948;SITE DE TÉMISCAMING;TEMBEC INC;322112;QC;50-00-0;Formaldehyde;Formaldéhyde;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;12.674;tonnes;M3
2003;2978;USINE VAUDREUIL;RIO TINTO ALCAN;331313;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;3.97;kg;O
2003;3127;RAFFINERIE DE MONTRÉAL-EST;PRODUITS SHELL CANADA;324110;QC;71-43-2;Benzene;Benzène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.008;tonnes;O
2003;3127;RAFFINERIE DE MONTRÉAL-EST;PRODUITS SHELL CANADA;324110;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5.8;tonnes;O
2003;3127;RAFFINERIE DE MONTRÉAL-EST;PRODUITS SHELL CANADA;324110;QC;108-95-2;Phenol (and its salts);Phénol (et ses sels);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;3.02;tonnes;O
2003;3127;RAFFINERIE DE MONTRÉAL-EST;PRODUITS SHELL CANADA;324110;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.95;tonnes;O
2003;3140;USINE DE LA TUQUE;EMBALLAGES SMURFIT-STONE CANADA;322130;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;18.02;tonnes;M1
2003;3140;USINE DE LA TUQUE;EMBALLAGES SMURFIT-STONE CANADA;322130;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;30;kg;M1
2003;3140;USINE DE LA TUQUE;EMBALLAGES SMURFIT-STONE CANADA;322130;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;34.621;tonnes;E1
2003;3140;USINE DE LA TUQUE;EMBALLAGES SMURFIT-STONE CANADA;322130;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;64;kg;M3
2003;3140;USINE DE LA TUQUE;EMBALLAGES SMURFIT-STONE CANADA;322130;QC;7783-06-04;Hydrogen sulphide;Sulfure d'hydrogène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.27;tonnes;M1
2003;3242;SFK PÂTE, USINE DE PÂTE KRAFT;SFK PÂTE S.E.N.C;322112;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;77.192;tonnes;M3
2003;3242;SFK PÂTE, USINE DE PÂTE KRAFT;SFK PÂTE S.E.N.C;322112;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;49.448;tonnes;M3
2003;3242;SFK PÂTE, USINE DE PÂTE KRAFT;SFK PÂTE S.E.N.C;322112;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;179;kg;M3
2003;3242;SFK PÂTE, USINE DE PÂTE KRAFT;SFK PÂTE S.E.N.C;322112;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;50.79;tonnes;M3
2003;3242;SFK PÂTE, USINE DE PÂTE KRAFT;SFK PÂTE S.E.N.C;322112;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.768;tonnes;M3
2003;3292;USINE DE NEW RICHMOND;EMBALLAGES SMURFIT-STONE CANADA INC.;322130;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.502;tonnes;M3
2003;3292;USINE DE NEW RICHMOND;EMBALLAGES SMURFIT-STONE CANADA INC.;322130;QC;7783-06-04;Hydrogen sulphide;Sulfure d'hydrogène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.119;tonnes;M3
