Year of last filed report / L'année de la déclaration la plus récente;NPRI ID / ID INRP;Company Name / Raison Sociale;Facility Name / Nom de l'installation;Address line 1 / Première ligne d’adresse;Address line 2 / Deuxième ligne d’adresse;City / Ville;Province / Province;Postal Code / Code postal;Physical Land Survey Description / Description de l'arpentage;Physical National Topographical Description / Description topographique nationale;Latitude / Latitude;Longitude / Longitude;Datum / Datum;Key Industrial Sector Code / Code des Secteurs industriels clés;Key Industrial Sector (English) / Secteurs industriels clés (Anglais);Key Industrial Sector (French) / Secteurs industriels clés (Français);Census Sub Division Unique ID / No unique de la Subdivision de recensement (SDR);Census Sub Division / Nom de la Subdivision de recensement (SDR);Census Metropolitan Area Unique ID / No unique de la Région métropolitaine de recensement;Census Metropolitan Area / Nom de la Région métropolitaine de recensement;Economic Region Unique ID / No unique de la Région économique;Economic Region Name / Nom de la  Région économique;Unique Ecozone ID / No unique de l’Écozone;English Ecozone Name / Nom englais de l’Écozone;French Ecozone Name / Nom français de l’Écozone;Unique ID of the Major Drainage Area from the Water Survey of Canada (WSC) / No unique de l’aire de drainage principale des Relevés hydrologiques du Canada (RHC);Major Drainage Area English Name / Nom englais de l’aire de drainage principale ;Major Drainage Area French Name / Nom français de l’aire de drainage principale 
2014;8713;Maibec Inc.;Usine de Lambris;99  Industrielle;;St-Pamphile;QC;G0R3X0;;;46.9641;-69.7765;1983;19;Wood Products;Produits en bois;2417010;Saint-Pamphile;;;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;1;Maritime Provinces Drainage Area;Aire de drainage des provinces Maritimes
2011;8714;LES ENTREPRISES P.E.B. LTÉE.;USINE DE FABRICATION D'ASPHALTE;16012 De la Colline;;Québec;QC;G3G0A1;;;46.872;-71.3543;1983;12;Petroleum and Coal Product Refining and Mfg.;Fabrication et raffinage des produits du pétrole et du charbon;2423027;Québec;421;Québec;2420;Capitale-Nationale;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2009;8715;SNC-LAVALIN PROFAC / PWGSC;PLACE DU PORTAGE III;11 rue Laurier;;Gatineau;QC;J8X4A6;;;45.4254;-75.7128;1983;;;;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8716;P & H Milling Group;Farine Dover;380  rue Oak;;Montréal;QC;H3K3G2;;;45.4893;-73.5534;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8717;G&K Services Canada Inc.;G&K MONTREAL;8400 19th Avenue;;Montréal;QC;H1Z4J3;;;45.5721;-73.6093;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2010;8718;LA COOP EXCEL;FEED MILL;61 Ste-Thérèse Street;;Granby;QC;J2G8E5;;;45.4046;-72.7417;1983;6;Other Manufacturing;Autres fabrication;2447015;Granby;450;Granby;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8719;QMX Gold Corporation;Mine lac Herbin et concentrateur Aurbel;1900 Brador Chemin;;Val-d'Or;QC;J9P0A4;;;48.1368;-77.6467;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2489008;Val-d'Or;480;Val-d'Or;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;4;Southwestern Hudson Bay Drainage Area;Aire de drainage du sud-ouest de la baie d'Hudson
2014;8720;Hanson Pipe & Precast Ltd.;Hanson Mascouche;1331 Gare Avenue;;Mascouche;QC;J7K3G6;;;45.7374;-73.5919;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2464015;Mascouche;462;Montréal;2450;Lanaudière;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8721;Groupe Lebel Inc.;Lebel Vallée des Lacs;4  Saint-Marc;;Squatec;QC;G0L 4H0;;;47.8808;-68.7243;1983;19;Wood Products;Produits en bois;2413065;Saint-Michel-du-Squatec;;;2415;Bas-Saint-Laurent;7;Atlantic Maritime;Maritime de l'Atlantique;1;Maritime Provinces Drainage Area;Aire de drainage des provinces Maritimes
2014;8722;Rio Tinto Alcan;Usine de traitement de la brasque;1955 Mellon;;Jonquière;QC;G7S4L2;;;48.4282;-71.1594;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2494068;Saguenay;408;Saguenay;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8723;RTI International Metals, Inc.;RTI-Claro, Inc.;5515 Ernest Cormier;;Laval;QC;H7C2S9;;;45.6295;-73.6561;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2465005;Laval;462;Montréal;2445;Laval;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8724;Ville de Chateauguay;Station épuration St-Bernard;500 St-Bernard;;Chateauguay;QC;J6J5Y5;;;45.3846;-73.7374;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2467050;Châteauguay;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8725;SiliCycle Inc.;2500 parc technologique;2500 Parc-Technologique;;Québec;QC;G1P4S6;;;46.7972;-71.3026;1983;3;Chemicals;Produits chimiques;2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;8726;SOCIÉTÉ EN COMMANDITE BORALEX ÉNERGIE;CENTRALE DE COGÉNÉRATION DE KINGSEY FALLS;36 Lajeunesse Rue;;Kingsey Falls;QC;J0A1B0;;;45.8603;-72.0643;1983;4;Electricity;Électricité;2439097;Kingsey Falls;;;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8727;Hanson Pipe & Precast Ltd.;Hanson St-Eustache;699 Industriel;;St. Eustache;QC;J7R6C3;;;45.5549;-73.9225;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2472005;Saint-Eustache;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8728;Ville de Salaberry-de-Valleyfield;usine d'épuration de la Seigneurie;1 - 1140 des Érables;;Salaberry-de-Valleyfield;QC;J6T6L3;;;45.2262;-74.0734;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2470052;Salaberry-de-Valleyfield;465;Salaberry-de-Valleyfield;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8729;Miralis inc.;Miralis inc.;200 des Fabricants;;St-Anaclet-de-Lessard;QC;G0K1H0;;;48.4854;-68.4387;1983;19;Wood Products;Produits en bois;2410030;Saint-Anaclet-de-Lessard;404;Rimouski;2415;Bas-Saint-Laurent;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8730;Régie d'assainissement des eaux Richelieu/St-Laurent;Station d'épuration;105 Poliquin Boulevard;;Sorel-Tracy;QC;J3P 5N3;;;46.0386;-73.0791;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2453052;Sorel-Tracy;454;Sorel-Tracy;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8731;DBM Reflex Inc.;DBM REFLEX;1620  Dagenais;;Laval;QC;H7L5C7;;;45.5934;-73.7559;1983;6;Other Manufacturing;Autres fabrication;2465005;Laval;462;Montréal;2445;Laval;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8732;Inter-Cité construction Ltée.;Usine #02-1 Sept-Iles (Lac Daigle);000  du Lac d'aigle Route Nord;;Sept-Îles;QC;;;;50.2806;-66.3204;1983;12;Petroleum and Coal Product Refining and Mfg.;Fabrication et raffinage des produits du pétrole et du charbon;2497007;Sept-Îles;412;Sept-Îles;2480;Côte-Nord;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;8733;INTER-CITÉ CONSTRUCTION LTÉE.;USINE # 08-1 (P.D.L. KM 193.7);route 175 Route Nord;;Parc des Laurentides;QC;;;;48.0479;-71.2403;1983;12;Petroleum and Coal Product Refining and Mfg.;Fabrication et raffinage des produits du pétrole et du charbon;2494928;Lac-Ministuk;;;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;8734;LES TERMINAUX CANADIENS CANTERM;TERMINAL QUÉBEC;150 Dalhousie Street;;Québec;QC;G1K7P7;;;46.8303;-71.2035;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8735;Sintra inc.;Usine de St-Paul de Joliette;499 Forest Rue;;St-Paul-de-Joliette;QC;J0K3E0;;;46.0025;-73.4591;1983;12;Petroleum and Coal Product Refining and Mfg.;Fabrication et raffinage des produits du pétrole et du charbon;2461005;Saint-Paul;456;Joliette;2450;Lanaudière;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8736;Sintra inc.;Usine de Montmagny;600 Des Entrepreneurs;;Montmagny;QC;G5V4V2;;;46.9671;-70.5921;1983;12;Petroleum and Coal Product Refining and Mfg.;Fabrication et raffinage des produits du pétrole et du charbon;2418050;Montmagny;;;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;8737;SINTRA INC.;CARRIÈRE ST-JACQUES DE MONTCALM;1070 de la Carrière;;St-Jacques-de-Montcalm;QC;J0K2R0;;;45.954;-73.5879;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2463013;Saint-Jacques;;;2450;Lanaudière;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8738;Sintra inc.;Carrière Sherbrooke - North Hatley;3800 Dunant;;Canton Ascot;QC;J0B2C0;;;45.3393;-71.9388;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2445055;Hatley;433;Sherbrooke;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;8739;COMPOSITES VCI INC.;COMPOSITES VCI INC. SAINT-LIN-LAURENTIDES;830 12ième Avenue;;St-Lin-Laurentides;QC;J5M2V9;;;45.8485;-73.7511;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2463048;Saint-Lin--Laurentides;;;2450;Lanaudière;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8740;electro composites 2008 ULC;Usine Electro;325 Scott Rue;;St-Jérome;QC;J7Z1H3;;;45.7895;-73.9994;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2475017;Saint-Jérôme;462;Montréal;2455;Laurentides;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;8741;PLASTICON CANADA;PLASTICON CANADA;1395 Chénier;;Les Cèdres;QC;J7T1L9;;;45.3647;-74.1268;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2471050;Les Cèdres;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8742;Corporation ID Biomédical du Québec f.a.s. GSK Biologicals;Corporation ID Biomédical du Québec f.a.s. GSK Biologicals;2323 du Parc technologique;;Sainte-Foy;QC;G1P4R8;;;46.7956;-71.2949;1983;3;Chemicals;Produits chimiques;2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8743;Cascades Canada ULC.;Cascades Groupe Carton Plat East Angus, une division de Casc;2 Angus;;East Angus;QC;J0B1R0;;;45.4815;-71.6609;1983;14;Pulp and Paper;Pâte à papier et papier;2441060;East Angus;;;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8745;Ville de Québec;Usine de traitement d'eau de Charlesbourg;2964, de la Faune - 1900 du Loiret;;Québec;QC;G2A1H9;;;46.9004;-71.277;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2423027;Québec;421;Québec;2420;Capitale-Nationale;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8746;Ville de Québec;Usine de traitement d'eau de Beauport;2964, de la Faune - 1245 du Torrent;;Québec;QC;G2A1H9;;;46.9146;-71.1891;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2423027;Québec;421;Québec;2420;Capitale-Nationale;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2009;8747;RECYCLAGE COTÉ LAFLAMME INC;USINE RCL;218 route 281 Armagh;799 rang st Roch Buckland;Armagh;QC;G0R1A0;;;46.7316;-70.5676;1983;17;Waste Treatment and Disposal;Traitement et élimination des déchets;2419037;Armagh;;;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8748;Industries John Lewis Ltée.;Industries John Lewis Ltée;1101  Ducharme;;La Tuque;QC;G9X3C3;;;47.4185;-72.7859;1983;19;Wood Products;Produits en bois;2490012;La Tuque;446;La Tuque;2470;Mauricie;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;8749;GE Canada;Mirabel Testing Facility;301 - Alpha Gate;;Mirabel;QC;J7N1H4;;;45.6796;-74.0257;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2474005;Mirabel;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2010;8750;INDUSTRIES TECHNOPAINT INC.;USINE 1;301 du Couvent Street;;Sainte-Clotilde-de-Beauce;QC;G0N1C0;;;46.1264;-71.0291;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2431060;Sainte-Clotilde-de-Beauce;;;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8751;Ville de Gatineau;Site d'enfouissement Cook;1050 Cook Chemin;;Gatineau;QC;J9J3R1;;;45.4585;-75.8493;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8752;Ville de Gatineau;Usine d'épuration Buckingham-Masson-Angers;150 de la Rive Chemin;;Gatineau;QC;J8M1V2;;;45.5359;-75.4189;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8753;Cascades Canada ULC.;Norampac Kingsey Falls, une division de Cascades Canada ULC;398  Marie-Victorin Boulevard;;Kingsey Falls;QC;J0A1B0;;;45.859;-72.0757;1983;14;Pulp and Paper;Pâte à papier et papier;2439097;Kingsey Falls;;;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8754;Cascades Canada ULC.;Cascades Papier Kingsey Falls, une division de Cascades Cana;408  Marie-Victorin;;Kingsey Falls;QC;J0A1B0;;;45.8588;-72.0745;1983;14;Pulp and Paper;Pâte à papier et papier;2439097;Kingsey Falls;;;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8755;Hubbell Canada LP;Usine de Montréal;4700  Amiens Rue;;Montréal;QC;H1H2H8;;;45.5924;-73.628;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8756;Omnichem inc.;Siège social;12205  April;;Montréal;QC;H1B5M3;;;45.6469;-73.5164;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8757;Agnico-Eagle Mines Lted;Division Goldex;0 - 1953 3e Avenue Ouest;;Val d'Or;QC;J9P4N9;;;48.0923;-77.874;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2489008;Val-d'Or;480;Val-d'Or;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;4;Southwestern Hudson Bay Drainage Area;Aire de drainage du sud-ouest de la baie d'Hudson
2011;8758;ALEXIS MINERALS CORP.;PROJET LAC PELLETIER;348 Chemin Hull Nord;;Rouyn-Noranda;QC;J9X5C1;;;48.2104;-79.0601;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2486042;Rouyn-Noranda;485;Rouyn-Noranda;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8759;Mueller Canada;St-Jérôme;230  Castonguay;;St-Jérôme;QC;J7Y2J7;;;45.7771;-74.0121;1983;5;Iron and Steel;Fer et acier;2475017;Saint-Jérôme;462;Montréal;2455;Laurentides;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8760;Lidya Énergie, s.e.c.;Lidya Énergie, s.e.c.;6985 des Sources Chemin;;Lachute;QC;J8H2C5;;;45.6106;-74.2488;1983;4;Electricity;Électricité;2476020;Lachute;468;Lachute;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8761;Les industries de moulage Polytech Inc.;Les Industries de Moulage Polytech Inc;845 Industriel;;Granby;QC;J2J1A4;;;45.3887;-72.7636;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2447015;Granby;450;Granby;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8764;La Coop Comax;Comptoir Agricole St-Hyacinthe;4420 Saint-Pierre Rue;;St-Hyacinthe;QC;J2T5G8;;;45.6086;-72.9674;1983;6;Other Manufacturing;Autres fabrication;2454048;Saint-Hyacinthe;452;Saint-Hyacinthe;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8765;Agnico-Eagle division Lapa;Division Lapa;0 - 299  St-Paul Boulevard Nord;;Rivière-Héva;QC;J0Y2H0;;;48.2232;-78.2072;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2489010;Rivière-Héva;;;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;4;Southwestern Hudson Bay Drainage Area;Aire de drainage du sud-ouest de la baie d'Hudson
2014;8766;Groupe Canam inc.;Structal  Baie #800;1601  de la Fonderie Rue Est;;Québec;QC;G1N3V3;;;46.805;-71.2878;1983;6;Other Manufacturing;Autres fabrication;2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2010;8767;PRODUITS FORESTIERS TEMREX S.E.N.C.;USINE SAINT-ALPHONSE;268 Saint-Alphonse Route;;Saint Alphonse;QC;G0C2V0;;;48.1679;-65.6387;1983;19;Wood Products;Produits en bois;2405065;Saint-Alphonse;;;2410;Gaspésie - Îles-de-la-Madeleine;7;Atlantic Maritime;Maritime de l'Atlantique;1;Maritime Provinces Drainage Area;Aire de drainage des provinces Maritimes
2014;8769;Ressources Métanor inc.;Mine Bachelor;200 Chemin de la mine;;Desmaraisville;QC;J0Y1H0;;;49.4934;-76.1247;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2499060;Baie-James;;;2490;Nord-du-Québec;6;Boreal Shield;Bouclier boréal;3;Northern Québec and Labrador Drainage Area;Aire de drainage du Nord du Québec et du Labrador
2009;8770;QIT-FER ET TITANE- P84;QIT FER ET TITANE P84;14340 Marie-Victorin Route;;Sorel-Tracy;QC;J3P5N3;;;45.9748;-73.1708;1983;5;Iron and Steel;Fer et acier;2453052;Sorel-Tracy;454;Sorel-Tracy;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8771;Solmax International Inc.;Solmax International;2801 Marie-Victorin;;Varennes;QC;J3X1P7;;;45.6932;-73.4263;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2459020;Varennes;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8772;Ville de Saint-Georges-de-Beauce;Usine d'épuration;400 de la Chaudière;;Saint-Georges-de-Beauce;QC;G5Y5C3;;;46.1269;-70.6955;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2429073;Saint-Georges;428;Saint-Georges;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8773;groupe Dutailier inc;Mobilier Avantgilde;6525 Picard;;Saint-Hyacinthe;QC;J2S1H3;;;45.6329;-72.9902;1983;6;Other Manufacturing;Autres fabrication;2454048;Saint-Hyacinthe;452;Saint-Hyacinthe;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8774;Ville de Rimouski;Station d'épuration Rimouski-est Étangs aérés;Lebrun Avenue;;Rimouski;QC;G5L2P7;;;48.4736;-68.4895;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2410043;Rimouski;404;Rimouski;2415;Bas-Saint-Laurent;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8775;Viterra Inc.;Port of Montreal Viterra;2100  pierre dupuy;;Montreal;QC;H1V1X5;;;45.4921;-73.5425;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8778;ArcelorMittal Exploitation minière Canada;Mine Fire Lake;1 chemin de la mine;;Gagnon;QC;G0G1J0;;;52.35029;-67.36923;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2497906;Rivière-Mouchalagane;;;2480;Côte-Nord;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8779;BALL TECHNOLOGIES AVANCÉES D'ALUMINIUM CANADA INC.;BALL TECHNOLOGIES AVANCÉES D'ALUMINIUM CANADA INC.;2205 Roy Road;;Sherbrooke;QC;J1K1B8;;;45.3912;-71.9271;1983;1;Aluminum;Aluminium;2443027;Sherbrooke;433;Sherbrooke;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8780;Bombardier Produits Récréatifs Inc.;Complexe C;917 222 Route;;Maricourt;QC;J0E2L0;;;45.4985;-72.3187;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2442055;Valcourt;;;2430;Estrie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8781;CRI Environnement Inc.;CRI Environnement Inc.;75 du progres Rue;;Côteau du Lac;QC;J0P1B0;;;45.2971;-74.2027;1983;17;Waste Treatment and Disposal;Traitement et élimination des déchets;2471040;Coteau-du-Lac;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8783;Clifss Natural Resources - SEC Mine de Fer du Lac Bloom;Mine du Lac Bloom;880 389 Route;;Fermont;QC;G0G1J0;;;52.8383;-67.2761;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2497035;Fermont;;;2480;Côte-Nord;6;Boreal Shield;Bouclier boréal;3;Northern Québec and Labrador Drainage Area;Aire de drainage du Nord du Québec et du Labrador
2014;8784;FCM Recyclage Inc.;FCM Recyclage Inc.;91 Boisjoly Chemin;;Lavaltrie;QC;J5T3L7;;;45.9173;-73.3336;1983;17;Waste Treatment and Disposal;Traitement et élimination des déchets;2452007;Lavaltrie;462;Montréal;2450;Lanaudière;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8785;Glencore Canada Corporation;Bracemac-McLeod;109 Route;;Matagami;QC;J0Y 2A0;;;49.6907;-77.6944;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2499060;Baie-James;;;2490;Nord-du-Québec;6;Boreal Shield;Bouclier boréal;3;Northern Québec and Labrador Drainage Area;Aire de drainage du Nord du Québec et du Labrador
2014;8786;Inter-Cité construction Ltée.;usine #03-1 st-honoré;635 boulevard martel Boulevard Nord;;St-Honoré;QC;g0v1l0;;;48.47894;-71.10445;1983;12;Petroleum and Coal Product Refining and Mfg.;Fabrication et raffinage des produits du pétrole et du charbon;2494240;Saint-Honoré;408;Saguenay;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8787;Inter-Cité construction Ltée.;usine #05-1 québec;1629 boulevard jean-talon ouest Boulevar;;Québec;QC;g2k2j5;;;46.86272;-71.2984;1983;12;Petroleum and Coal Product Refining and Mfg.;Fabrication et raffinage des produits du pétrole et du charbon;2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
